Date,Mean Pressure,Absolute Daily Max Air Temp.,Mean Air Temp.,Absolute Daily Min Air Temp.,Mean Dew Point,Mean Relative Humidity,Mean Amount of Cloud,Total Rainfall,Total Bright Sunshine
2014-02-03,1010.0,24.6,20.6,17.4,14.9,71.0,3.0,0.0,10.2
2014-02-04,1013.3,19.4,18.2,16.6,15.1,82.0,73.0,0.02,0.4
2014-02-05,1013.9,19.0,17.1,15.9,14.1,82.0,82.0,0.02,3.2
2014-02-06,1012.1,21.6,18.6,16.7,16.3,87.0,81.0,0.02,5.1
2014-02-07,1010.9,23.4,20.3,18.1,18.0,87.0,84.0,0.02,3.2
2014-02-08,1011.4,18.0,16.6,16.0,14.9,90.0,88.0,0.3,0.0
2014-02-09,1012.3,16.7,14.5,10.4,13.7,95.0,93.0,13.1,0.0
2014-02-10,1019.1,10.5,9.1,8.3,5.3,77.0,88.0,0.3,0.0
2014-02-11,1019.9,9.7,8.4,7.5,3.1,69.0,89.0,0.02,0.0
2014-02-12,1018.8,10.5,8.9,7.3,6.6,85.0,96.0,0.4,0.0
2014-02-13,1021.3,9.8,8.7,8.0,7.2,91.0,96.0,21.4,0.0
2014-02-14,1022.1,14.6,10.6,8.2,4.8,67.0,64.0,0.0,4.9
2014-02-15,1020.4,13.6,11.8,9.7,8.1,79.0,86.0,0.02,0.0
2014-02-16,1018.6,15.4,14.2,13.3,12.5,89.0,100.0,0.02,0.0
2014-02-17,1018.1,20.9,17.6,15.3,16.6,95.0,90.0,0.0,4.2
2014-02-18,1016.4,21.5,17.0,12.2,15.3,90.0,88.0,0.02,0.9
2014-02-19,1021.5,12.4,10.0,7.9,5.6,75.0,84.0,3.8,0.1
2014-02-20,1024.8,17.3,12.3,8.2,4.8,62.0,5.0,0.0,10.7
2014-02-21,1024.5,15.2,13.8,12.3,9.3,75.0,74.0,0.0,3.9
2014-02-22,1023.0,17.1,14.7,12.6,10.5,77.0,85.0,0.2,2.6
2014-02-23,1022.7,19.2,16.2,14.4,12.4,78.0,52.0,0.0,9.6
2014-02-24,1020.6,19.3,17.0,15.0,14.0,82.0,64.0,0.02,6.3
2014-02-25,1018.6,20.9,18.7,17.3,16.0,85.0,83.0,0.0,4.2
2014-02-26,1018.0,24.1,20.2,17.9,17.9,87.0,73.0,0.02,5.2
2014-02-27,1018.9,21.1,19.6,18.7,17.7,89.0,80.0,0.02,1.0
2014-02-28,1017.0,19.0,18.3,17.4,16.1,87.0,88.0,0.02,0.0
2014-03-01,1014.6,22.1,20.0,18.4,18.1,89.0,86.0,0.0,0.9
2014-03-02,1014.6,21.7,19.0,16.0,17.6,91.0,90.0,0.6,1.4
2014-03-03,1017.0,16.3,15.8,15.4,13.8,87.0,89.0,0.02,0.0
2014-03-04,1017.5,18.2,16.8,15.4,15.4,91.0,94.0,0.1,0.0
2014-03-05,1018.7,17.6,16.7,15.9,14.3,86.0,89.0,0.1,0.0
2014-03-06,1018.2,15.9,15.3,14.8,13.2,88.0,88.0,0.02,0.0
2014-03-07,1020.3,15.1,14.6,14.1,12.6,88.0,89.0,0.1,0.0
2014-03-08,1018.8,16.2,15.1,14.2,14.1,94.0,94.0,0.9,0.0
2014-03-09,1020.9,15.5,14.8,14.2,12.5,87.0,88.0,0.02,0.0
2014-03-10,1022.1,15.6,14.4,13.9,11.1,81.0,88.0,0.02,0.0
2014-03-11,1020.2,15.9,15.0,14.1,12.7,86.0,88.0,0.3,0.0
2014-03-12,1014.7,19.5,17.7,15.4,17.1,96.0,93.0,0.1,0.0
2014-03-13,1016.2,22.2,20.2,19.0,15.8,77.0,85.0,0.3,1.3
2014-03-14,1022.2,19.9,17.1,14.7,12.1,73.0,84.0,0.4,1.1
2014-03-15,1022.1,17.5,16.0,14.7,9.8,67.0,90.0,0.02,0.3
2014-03-16,1021.0,19.9,18.1,16.3,12.4,70.0,82.0,0.0,2.6
2014-03-17,1018.9,22.9,20.4,18.4,18.4,88.0,86.0,0.02,1.5
2014-03-18,1016.0,25.0,21.9,19.9,20.0,89.0,85.0,0.0,4.6
2014-03-19,1013.6,26.8,22.7,20.4,20.1,86.0,48.0,0.0,9.1
2014-03-20,1014.2,25.2,21.5,18.7,18.0,81.0,31.0,0.0,9.0
2014-03-21,1020.4,18.7,16.5,15.5,10.6,69.0,88.0,0.02,0.0
2014-03-22,1021.0,20.8,17.3,15.2,10.8,67.0,53.0,0.0,8.0
2014-03-23,1022.0,22.0,18.4,15.9,12.6,70.0,42.0,0.0,10.7
2014-03-24,1019.4,23.1,19.5,16.6,14.0,72.0,45.0,0.0,8.9
2014-03-25,1015.5,26.5,21.9,18.9,16.6,73.0,37.0,0.0,9.9
2014-03-26,1013.9,26.2,22.6,20.6,19.2,82.0,55.0,0.02,7.5
2014-03-27,1012.7,27.6,23.5,20.6,20.1,82.0,53.0,0.0,8.6
2014-03-28,1012.1,23.3,22.2,21.2,20.8,92.0,88.0,0.02,0.0
2014-03-29,1011.4,23.5,21.8,20.7,20.8,94.0,87.0,19.0,0.2
2014-03-30,1010.4,26.0,22.6,19.1,21.0,91.0,90.0,103.1,0.2
2014-03-31,1009.7,21.2,20.0,18.9,19.7,98.0,93.0,82.6,0.2
2014-04-01,1010.9,20.9,20.2,19.5,19.8,98.0,89.0,8.0,0.1
2014-04-02,1011.9,20.3,19.4,18.6,18.9,97.0,88.0,24.4,0.3
2014-04-03,1013.5,20.7,19.6,18.5,19.1,97.0,89.0,42.3,1.1
2014-04-04,1016.5,22.9,20.6,19.2,17.3,82.0,60.0,0.0,7.0
2014-04-05,1016.5,24.7,20.8,18.2,15.5,73.0,34.0,0.0,10.4
2014-04-06,1017.0,21.0,19.2,17.5,17.3,89.0,90.0,9.3,0.0
2014-04-07,1016.4,20.1,19.2,17.9,16.7,86.0,88.0,0.02,0.4
2014-04-08,1014.6,21.2,19.9,18.8,19.1,95.0,80.0,27.5,0.0
2014-04-09,1014.1,26.5,22.3,19.8,20.3,89.0,55.0,0.02,9.2
2014-04-10,1015.2,24.4,22.1,21.1,19.5,85.0,71.0,0.02,4.9
2014-04-11,1013.7,25.8,22.7,20.7,19.9,85.0,77.0,0.02,8.6
2014-04-12,1012.3,27.8,24.1,21.8,20.8,82.0,49.0,0.0,10.1
2014-04-13,1012.1,28.7,24.7,22.1,21.6,84.0,24.0,0.0,10.4
2014-04-14,1014.7,24.5,22.8,21.7,19.9,84.0,57.0,0.4,0.8
2014-04-15,1015.9,24.4,21.9,20.5,17.8,78.0,75.0,0.0,7.6
2014-04-16,1013.3,23.6,22.1,21.0,19.3,84.0,88.0,0.0,0.5
2014-04-17,1012.0,27.5,24.1,22.1,21.5,86.0,55.0,0.0,8.1
2014-04-18,1012.2,28.6,24.9,22.4,21.8,84.0,32.0,0.0,9.5
2014-04-19,1011.7,27.8,25.0,23.1,22.2,85.0,46.0,0.0,7.6
2014-04-20,1011.1,28.1,25.4,23.5,21.9,82.0,72.0,0.0,1.0
2014-04-21,1012.6,24.9,23.8,22.9,22.2,91.0,86.0,0.6,0.4
2014-04-22,1012.6,27.5,24.8,22.9,22.2,86.0,88.0,0.02,1.3
2014-04-23,1012.3,24.9,22.4,21.4,21.7,96.0,93.0,13.3,0.0
2014-04-24,1011.7,22.3,21.7,21.3,20.9,95.0,90.0,1.5,0.0
2014-04-25,1012.2,23.7,22.6,21.6,21.8,95.0,92.0,1.7,0.0
2014-04-26,1012.9,24.9,23.1,22.0,21.3,90.0,84.0,2.7,0.5
2014-04-27,1013.3,29.0,25.5,22.1,20.2,73.0,63.0,0.0,8.4
2014-04-28,1013.5,28.6,25.4,23.6,18.8,68.0,69.0,0.0,7.3
2014-04-29,1013.1,25.7,23.9,22.9,20.5,81.0,79.0,0.0,2.7
2014-04-30,1011.7,25.0,23.3,22.3,20.6,85.0,85.0,0.7,1.2
2014-05-01,1012.6,25.3,22.8,21.0,20.5,87.0,88.0,2.8,0.9
2014-05-02,1015.0,27.0,24.0,22.3,20.4,81.0,83.0,0.02,5.2
2014-05-03,1014.5,26.8,24.6,23.1,20.0,76.0,81.0,0.2,6.5
2014-05-04,1012.0,23.8,22.4,21.5,21.6,95.0,88.0,7.3,0.2
2014-05-05,1014.3,23.8,21.8,20.2,20.2,91.0,84.0,26.6,1.9
2014-05-06,1016.4,20.4,19.9,18.8,17.9,89.0,88.0,1.0,0.0
2014-05-07,1013.6,21.2,20.4,19.8,19.5,94.0,94.0,3.2,0.0
2014-05-08,1010.7,23.2,22.2,21.2,21.7,97.0,98.0,106.3,0.1
2014-05-09,1009.1,22.2,21.7,20.9,21.6,99.0,98.0,89.1,0.0
2014-05-10,1008.2,25.6,23.3,21.5,22.5,95.0,87.0,12.5,0.4
2014-05-11,1007.7,26.6,24.3,22.3,23.4,95.0,92.0,164.5,0.0
2014-05-12,1008.5,29.4,25.8,23.4,24.4,92.0,87.0,40.9,3.3
2014-05-13,1007.0,29.1,27.3,24.8,25.4,89.0,84.0,57.5,2.4
2014-05-14,1005.2,30.9,28.7,27.5,25.2,82.0,79.0,2.0,2.5
2014-05-15,1005.1,30.8,28.9,27.3,25.7,83.0,79.0,2.8,4.1
2014-05-16,1007.6,30.4,28.2,26.9,26.3,90.0,82.0,18.8,1.0
2014-05-17,1008.8,30.2,28.3,26.5,26.0,88.0,86.0,10.7,1.3
2014-05-18,1008.9,30.4,28.7,27.5,25.4,82.0,84.0,1.2,2.0
2014-05-19,1008.9,32.0,28.9,25.8,25.2,81.0,82.0,0.7,4.5
2014-05-20,1007.8,29.8,26.9,23.1,24.6,88.0,89.0,53.2,2.0
2014-05-21,1006.9,30.6,27.1,23.9,24.9,88.0,86.0,47.1,1.9
2014-05-22,1005.7,29.9,29.1,28.2,25.1,80.0,88.0,0.02,0.4
2014-05-23,1008.6,28.9,27.4,25.4,25.5,90.0,87.0,33.1,0.0
2014-05-24,1011.4,31.5,27.9,25.9,25.4,87.0,77.0,0.0,4.7
2014-05-25,1011.5,32.6,29.5,26.7,25.1,78.0,71.0,3.6,8.5
2014-05-26,1010.0,32.0,29.6,27.8,25.3,78.0,71.0,0.02,9.9
2014-05-27,1007.9,32.7,29.7,27.8,25.4,78.0,66.0,0.0,9.9
2014-05-28,1007.4,32.1,29.4,27.6,24.8,77.0,57.0,0.0,11.5
2014-05-29,1007.0,31.4,29.4,28.1,25.3,79.0,78.0,0.02,7.2
2014-05-30,1007.4,32.0,29.8,27.9,25.1,76.0,67.0,2.2,6.2
2014-05-31,1008.0,32.8,30.1,28.4,25.4,76.0,53.0,0.02,9.3
2014-06-01,1007.5,33.2,30.2,28.1,25.5,77.0,60.0,3.7,10.3
2014-06-02,1005.5,32.7,30.1,28.4,25.0,74.0,67.0,0.0,11.0
2014-06-03,1004.2,31.3,29.5,28.4,25.5,79.0,83.0,0.02,1.5
2014-06-04,1004.3,32.5,30.2,28.3,25.2,75.0,56.0,0.0,11.6
2014-06-05,1003.6,32.0,29.9,28.4,25.8,79.0,80.0,0.2,3.0
2014-06-06,1003.1,30.1,28.0,26.6,24.4,81.0,88.0,17.2,1.2
2014-06-07,1002.3,30.0,27.2,25.2,24.2,84.0,87.0,7.6,1.9
2014-06-08,1001.2,31.5,28.6,26.2,25.2,82.0,75.0,57.6,5.5
2014-06-09,1001.8,30.5,27.8,25.9,24.3,81.0,80.0,0.02,6.6
2014-06-10,1001.7,30.7,28.4,27.0,24.3,79.0,82.0,0.02,4.7
2014-06-11,1001.9,29.4,28.1,27.4,24.0,78.0,85.0,0.02,1.6
2014-06-12,1002.1,32.3,28.8,26.9,22.2,68.0,59.0,0.0,9.1
2014-06-13,1002.6,31.9,28.8,26.3,19.4,58.0,46.0,0.0,6.5
2014-06-14,1003.1,33.5,29.8,27.8,20.7,59.0,75.0,0.02,7.7
2014-06-15,1001.9,30.8,28.2,25.3,24.1,80.0,87.0,9.9,0.8
2014-06-16,1002.5,31.9,29.6,26.6,26.0,81.0,88.0,3.8,3.7
2014-06-17,1004.7,31.9,30.2,29.2,26.1,79.0,87.0,1.1,2.9
2014-06-18,1004.6,32.5,30.1,27.7,26.0,79.0,80.0,6.0,7.8
2014-06-19,1003.4,32.6,29.7,27.5,26.4,83.0,83.0,10.5,4.4
2014-06-20,1002.7,30.5,29.2,26.2,26.4,85.0,87.0,29.2,0.2
2014-06-21,1003.2,30.2,28.4,25.3,26.1,88.0,87.0,47.6,1.6
2014-06-22,1004.1,28.1,26.6,25.2,25.5,94.0,86.0,114.9,0.0
2014-06-23,1004.1,29.5,27.8,26.5,25.8,89.0,84.0,41.5,0.3
2014-06-24,1004.3,30.3,27.8,26.1,26.1,91.0,85.0,45.9,4.9
2014-06-25,1005.7,29.9,27.6,26.1,26.1,92.0,83.0,18.5,1.3
2014-06-26,1006.5,33.2,30.3,27.5,26.0,78.0,73.0,0.1,9.5
2014-06-27,1005.6,33.7,30.5,28.4,26.1,78.0,69.0,0.0,8.6
2014-06-28,1004.3,33.1,30.3,28.5,25.8,78.0,59.0,0.0,9.9
2014-06-29,1005.0,32.2,29.3,26.7,26.2,84.0,74.0,20.4,5.2
2014-06-30,1007.4,32.5,29.3,27.1,26.4,85.0,80.0,0.9,4.0
2014-07-01,1008.8,31.6,28.7,26.3,26.5,88.0,82.0,13.9,1.6
2014-07-02,1007.0,32.9,30.1,28.0,26.4,81.0,73.0,0.02,6.6
2014-07-03,1004.4,33.1,30.5,29.1,26.1,77.0,72.0,0.1,10.6
2014-07-04,1004.0,33.8,30.9,29.3,26.0,76.0,57.0,0.0,11.0
2014-07-05,1004.5,33.8,30.9,28.9,26.2,76.0,68.0,1.5,9.9
2014-07-06,1004.1,32.9,30.4,27.9,26.2,79.0,82.0,14.8,7.5
2014-07-07,1001.9,30.3,29.0,26.9,25.9,84.0,88.0,5.5,0.9
2014-07-08,1000.3,33.5,30.5,28.4,26.0,78.0,85.0,0.0,7.2
2014-07-09,1002.3,33.4,30.8,28.4,25.9,76.0,63.0,0.02,9.7
2014-07-10,1003.9,32.7,30.1,27.4,26.2,80.0,77.0,16.9,5.7
2014-07-11,1005.2,32.2,29.4,26.8,26.0,82.0,76.0,23.3,2.9
2014-07-12,1006.7,33.6,30.3,28.3,26.5,81.0,65.0,5.8,5.1
2014-07-13,1008.5,33.1,30.0,28.5,26.1,80.0,70.0,2.9,6.2
2014-07-14,1009.6,32.3,29.9,27.0,26.1,80.0,74.0,22.6,7.1
2014-07-15,1009.8,33.8,30.6,28.8,25.5,75.0,77.0,0.2,9.1
2014-07-16,1007.9,33.5,30.2,28.1,25.4,76.0,78.0,0.02,11.1
2014-07-17,1004.7,32.1,29.2,26.7,25.5,81.0,79.0,34.5,4.4
2014-07-18,1003.9,29.0,27.6,26.3,25.5,88.0,88.0,19.5,0.3
2014-07-19,1007.3,31.7,28.7,26.9,26.1,86.0,85.0,6.5,6.6
2014-07-20,1008.1,32.2,28.9,26.4,26.0,85.0,81.0,11.1,9.0
2014-07-21,1005.5,32.7,29.7,27.8,24.7,75.0,73.0,0.0,5.0
2014-07-22,1002.6,33.2,29.4,26.2,25.2,79.0,53.0,35.7,8.1
2014-07-23,999.7,32.9,30.6,29.2,26.6,79.0,60.0,0.0,10.8
2014-07-24,1001.4,31.0,29.8,27.9,26.5,83.0,88.0,7.3,1.4
2014-07-25,1005.7,33.5,29.9,27.3,25.3,77.0,82.0,6.2,7.9
2014-07-26,1008.8,30.3,28.4,26.0,26.0,87.0,87.0,6.7,4.8
2014-07-27,1008.8,30.6,27.9,25.9,26.1,90.0,75.0,25.5,5.1
2014-07-28,1006.3,33.2,29.6,27.2,25.0,77.0,40.0,0.0,11.7
2014-07-29,1005.3,34.2,30.0,27.5,25.1,76.0,52.0,0.0,8.8
2014-07-30,1005.1,33.6,30.4,28.1,26.0,78.0,34.0,0.0,10.5
2014-07-31,1003.0,33.6,30.8,28.7,25.6,75.0,16.0,0.0,10.9
2014-08-01,1001.0,34.6,30.2,25.9,25.7,78.0,39.0,5.9,10.6
2014-08-02,1001.4,32.8,29.7,26.1,25.6,79.0,47.0,10.7,10.7
2014-08-03,1001.9,32.3,29.3,26.1,25.7,82.0,60.0,39.3,9.7
2014-08-04,1002.4,32.7,30.2,27.2,26.4,81.0,72.0,12.0,6.9
2014-08-05,1003.4,30.7,29.2,27.3,26.6,86.0,73.0,21.1,2.0
2014-08-06,1003.6,31.1,28.1,26.1,25.7,87.0,83.0,36.5,3.2
2014-08-07,1003.3,31.0,29.0,26.7,26.1,85.0,87.0,14.5,5.0
2014-08-08,1003.0,32.3,29.9,28.1,25.4,78.0,57.0,0.0,11.0
2014-08-09,1004.4,32.0,30.1,28.8,25.5,77.0,72.0,0.0,7.7
2014-08-10,1004.7,32.4,29.8,27.5,25.5,78.0,74.0,5.1,7.3
2014-08-11,1003.3,32.1,29.9,28.5,26.1,80.0,78.0,0.02,6.1
2014-08-12,1002.1,31.9,28.9,25.2,26.0,85.0,88.0,102.9,3.4
2014-08-13,1003.5,28.8,26.0,24.3,25.3,96.0,93.0,166.1,0.0
2014-08-14,1008.0,30.7,28.1,25.4,25.3,85.0,79.0,0.5,3.3
2014-08-15,1010.1,32.4,29.2,26.7,24.8,78.0,53.0,0.0,10.9
2014-08-16,1008.6,31.9,29.3,27.9,25.1,79.0,65.0,0.0,9.0
2014-08-17,1007.3,31.9,29.3,27.3,25.0,78.0,49.0,0.0,11.2
2014-08-18,1008.2,32.4,29.6,27.7,24.9,76.0,76.0,0.0,10.7
2014-08-19,1008.7,31.3,27.4,24.6,24.7,86.0,93.0,42.1,2.0
2014-08-20,1010.4,26.5,24.7,22.9,23.9,95.0,88.0,88.8,0.0
2014-08-21,1010.7,30.7,26.9,23.9,24.3,86.0,68.0,0.1,5.4
2014-08-22,1010.6,31.9,28.5,26.6,24.9,81.0,61.0,0.0,4.9
2014-08-23,1009.8,32.2,29.1,27.2,24.9,78.0,51.0,0.02,6.3
2014-08-24,1009.7,33.2,29.1,26.9,24.4,76.0,40.0,0.0,9.2
2014-08-25,1010.1,34.1,29.9,27.3,25.2,77.0,40.0,0.0,11.2
2014-08-26,1010.6,34.2,30.1,27.9,25.4,76.0,40.0,0.0,10.3
2014-08-27,1010.1,31.7,29.4,28.2,25.0,78.0,77.0,0.7,2.7
2014-08-28,1012.1,32.1,29.5,28.1,25.8,81.0,79.0,0.3,5.7
2014-08-29,1012.5,34.1,30.1,27.5,25.1,75.0,53.0,0.0,10.9
2014-08-30,1011.1,34.0,30.1,27.8,25.0,75.0,60.0,0.0,11.0
2014-08-31,1009.7,31.2,29.1,28.2,25.8,83.0,84.0,1.6,3.7
2014-09-01,1010.5,32.7,29.5,27.1,25.6,80.0,57.0,2.2,9.2
2014-09-02,1010.8,32.2,29.4,27.4,24.4,75.0,36.0,0.0,9.1
2014-09-03,1009.3,32.8,29.8,27.6,24.6,75.0,33.0,0.0,10.9
2014-09-04,1006.9,31.6,29.2,27.4,24.8,77.0,51.0,6.7,5.8
2014-09-05,1007.2,32.7,29.7,27.9,25.7,80.0,65.0,0.02,7.1
2014-09-06,1007.7,33.6,29.9,27.7,25.0,75.0,52.0,0.02,10.7
2014-09-07,1007.5,32.9,29.8,28.3,25.6,79.0,79.0,0.6,4.6
2014-09-08,1007.0,31.0,29.1,27.5,25.9,83.0,86.0,3.0,1.8
2014-09-09,1007.9,32.5,29.7,28.0,25.0,76.0,52.0,0.0,9.7
2014-09-10,1008.1,33.9,30.0,28.1,24.9,75.0,59.0,0.02,8.3
2014-09-11,1008.0,34.1,30.3,28.1,25.3,75.0,73.0,0.02,8.7
2014-09-12,1006.3,31.6,28.0,26.1,25.8,88.0,86.0,32.1,2.0
2014-09-13,1006.0,32.1,29.0,26.9,26.1,85.0,65.0,6.2,8.9
2014-09-14,1006.1,33.4,29.8,27.6,25.8,80.0,46.0,0.5,9.8
2014-09-15,1001.8,33.2,29.2,26.4,25.1,79.0,75.0,17.6,5.8
2014-09-16,1003.6,28.8,27.3,26.2,25.2,89.0,87.0,51.6,0.1
2014-09-17,1011.2,30.5,28.1,26.6,25.9,88.0,85.0,7.7,1.3
2014-09-18,1012.0,32.5,29.1,26.9,25.1,79.0,32.0,0.02,10.7
2014-09-19,1006.8,32.2,29.9,27.4,25.3,77.0,35.0,0.3,6.0
2014-09-20,1004.0,33.0,29.2,26.7,22.1,66.0,63.0,0.0,9.1
2014-09-21,1005.3,29.9,27.2,25.7,20.2,66.0,71.0,0.0,2.6
2014-09-22,1007.1,29.6,27.2,25.2,20.8,68.0,64.0,0.02,7.0
2014-09-23,1008.6,30.1,27.5,25.6,22.1,72.0,47.0,0.0,5.0
2014-09-24,1011.0,29.9,28.1,26.4,23.3,76.0,69.0,0.02,4.0
2014-09-25,1012.1,31.2,28.5,26.8,23.8,76.0,53.0,0.0,3.5
2014-09-26,1012.5,31.4,28.4,27.2,23.8,77.0,61.0,0.7,4.2
2014-09-27,1013.0,31.7,28.7,27.0,24.2,77.0,30.0,0.0,10.7
2014-09-28,1012.2,32.8,29.1,26.7,24.1,75.0,28.0,0.0,10.3
2014-09-29,1011.4,32.4,29.3,27.2,23.9,73.0,29.0,0.0,9.2
2014-09-30,1011.1,33.6,29.6,27.1,25.3,78.0,43.0,11.4,6.9
2014-10-01,1012.2,31.4,28.1,25.2,24.8,83.0,79.0,26.7,8.8
2014-10-02,1010.5,30.8,28.5,26.6,24.6,79.0,66.0,0.02,4.7
2014-10-03,1009.4,30.0,27.5,25.2,25.0,86.0,75.0,23.7,4.2
2014-10-04,1010.9,28.9,26.5,24.9,23.6,84.0,78.0,2.6,2.0
2014-10-05,1012.9,30.7,27.1,25.4,21.7,73.0,47.0,0.1,9.2
2014-10-06,1015.1,29.8,26.8,24.5,19.1,64.0,48.0,0.0,10.6
2014-10-07,1014.6,28.9,26.3,24.4,18.9,64.0,26.0,0.02,10.3
2014-10-08,1012.9,29.1,26.0,23.9,18.3,63.0,30.0,0.0,10.3
2014-10-09,1010.8,29.2,26.5,25.0,18.8,63.0,55.0,0.0,5.3
2014-10-10,1010.1,30.3,27.1,24.2,18.2,59.0,43.0,0.0,6.8
2014-10-11,1010.9,31.4,27.9,25.1,19.0,59.0,26.0,0.0,10.1
2014-10-12,1013.5,30.9,27.6,25.0,17.7,56.0,15.0,0.0,10.5
2014-10-13,1016.2,29.9,26.3,23.8,16.1,54.0,29.0,0.0,9.4
2014-10-14,1017.6,28.7,25.5,23.0,16.9,60.0,49.0,0.02,8.0
2014-10-15,1017.3,28.4,25.3,22.8,18.8,68.0,36.0,0.0,9.7
2014-10-16,1017.9,27.6,25.4,23.9,18.6,67.0,41.0,0.02,8.8
2014-10-17,1017.5,28.0,25.0,23.4,18.2,66.0,26.0,0.0,10.0
2014-10-18,1016.3,28.3,25.4,23.1,19.4,70.0,33.0,0.0,10.4
2014-10-19,1015.8,28.5,25.8,24.5,20.6,74.0,46.0,0.02,7.0
2014-10-20,1015.0,29.4,26.5,25.0,22.0,77.0,50.0,0.0,8.3
2014-10-21,1015.2,30.4,27.3,24.6,21.0,70.0,61.0,0.02,6.7
2014-10-22,1015.2,30.6,27.3,23.4,20.9,69.0,58.0,56.4,8.1
2014-10-23,1016.2,25.7,24.8,23.9,21.3,81.0,86.0,0.2,0.0
2014-10-24,1016.3,26.0,24.8,24.2,20.6,78.0,81.0,0.0,1.1
2014-10-25,1016.6,26.0,25.0,24.1,21.1,79.0,80.0,0.0,1.3
2014-10-26,1016.8,28.3,25.8,24.4,21.8,79.0,88.0,0.1,4.0
2014-10-27,1016.4,28.7,26.1,24.4,21.7,77.0,60.0,0.0,8.2
2014-10-28,1016.8,26.8,25.1,23.7,19.1,70.0,71.0,0.02,6.7
2014-10-29,1017.0,27.7,25.2,23.9,20.3,75.0,72.0,0.02,7.5
2014-10-30,1015.8,27.5,25.5,24.5,21.5,79.0,55.0,0.0,7.3
2014-10-31,1014.1,28.1,25.6,24.3,21.7,79.0,54.0,0.0,7.6
2014-11-01,1013.0,28.6,25.6,23.9,21.8,79.0,19.0,0.0,10.1
2014-11-02,1015.2,27.4,25.3,22.9,19.6,71.0,56.0,0.02,5.6
2014-11-03,1017.4,22.9,21.7,21.0,15.3,67.0,88.0,0.02,0.0
2014-11-04,1017.5,23.5,22.8,21.9,18.0,75.0,88.0,0.02,0.0
2014-11-05,1017.4,25.2,23.9,23.0,19.6,77.0,83.0,0.0,1.3
2014-11-06,1017.0,26.5,24.1,22.7,20.7,82.0,79.0,0.1,3.8
2014-11-07,1017.1,24.0,22.9,22.1,21.1,90.0,88.0,11.8,0.0
2014-11-08,1017.9,22.1,20.5,19.3,19.4,94.0,88.0,18.0,0.0
2014-11-09,1018.3,23.9,22.2,20.2,18.8,81.0,84.0,0.02,2.6
2014-11-10,1017.3,24.7,23.3,22.6,19.4,79.0,64.0,0.02,6.0
2014-11-11,1016.6,25.0,23.6,22.8,20.1,81.0,86.0,0.0,1.3
2014-11-12,1017.4,24.3,22.6,20.0,19.0,81.0,88.0,0.02,0.7
2014-11-13,1020.2,21.3,19.8,18.6,15.8,78.0,88.0,0.02,0.1
2014-11-14,1019.9,23.0,20.9,18.9,16.3,75.0,72.0,0.02,3.4
2014-11-15,1019.7,24.1,21.9,20.0,17.1,74.0,28.0,0.4,10.1
2014-11-16,1017.8,25.8,22.6,20.3,17.3,73.0,24.0,0.0,9.8
2014-11-17,1019.3,24.3,21.1,19.2,14.2,65.0,19.0,0.0,9.8
2014-11-18,1021.5,23.5,20.7,18.1,13.7,65.0,59.0,0.02,7.8
2014-11-19,1020.7,23.7,21.2,19.1,15.2,69.0,45.0,0.02,7.6
2014-11-20,1018.4,23.4,21.5,20.2,16.4,73.0,40.0,0.0,9.7
2014-11-21,1017.0,24.5,22.1,20.5,17.4,75.0,45.0,0.0,9.8
2014-11-22,1016.5,24.6,22.4,20.7,18.7,80.0,40.0,0.0,9.8
2014-11-23,1016.8,24.9,22.8,21.8,19.1,80.0,43.0,0.0,7.0
2014-11-24,1015.4,25.7,23.4,21.6,19.1,77.0,38.0,0.0,7.2
2014-11-25,1013.4,26.9,24.0,21.9,20.2,80.0,37.0,0.0,9.0
2014-11-26,1013.6,24.8,23.4,22.5,19.7,80.0,73.0,0.0,4.7
2014-11-27,1015.2,23.0,22.2,21.4,19.2,83.0,89.0,0.4,0.1
2014-11-28,1014.7,25.0,23.3,21.9,20.2,83.0,81.0,0.02,2.8
2014-11-29,1013.4,24.2,23.5,23.1,21.2,87.0,88.0,0.2,0.1
2014-11-30,1012.9,26.0,24.0,22.9,22.4,91.0,86.0,0.2,1.2
2014-12-01,1016.3,23.9,19.7,15.5,15.7,78.0,88.0,3.1,0.0
2014-12-02,1019.5,17.6,16.4,14.5,13.9,86.0,88.0,4.5,0.0
2014-12-03,1017.4,19.3,18.3,16.7,16.0,86.0,88.0,1.7,0.0
2014-12-04,1020.9,18.7,14.8,13.5,11.3,80.0,94.0,5.4,0.0
2014-12-05,1022.3,16.8,15.1,12.9,8.5,65.0,83.0,0.5,0.5
2014-12-06,1020.1,18.8,17.6,15.9,11.9,69.0,85.0,0.02,2.3
2014-12-07,1019.3,18.7,17.8,17.0,11.7,68.0,88.0,0.1,0.0
2014-12-08,1020.5,20.7,18.3,15.7,12.8,70.0,73.0,0.1,5.3
2014-12-09,1021.5,20.8,19.4,17.6,13.7,70.0,51.0,0.0,9.3
2014-12-10,1019.5,21.0,19.6,17.9,15.6,78.0,88.0,2.1,0.0
2014-12-11,1019.6,21.5,19.5,17.7,12.0,62.0,89.0,0.02,0.5
2014-12-12,1024.2,17.7,15.5,14.4,5.8,53.0,85.0,0.0,1.7
2014-12-13,1025.6,17.6,14.6,12.1,4.8,52.0,41.0,0.0,9.5
2014-12-14,1023.5,18.9,16.0,13.3,8.6,62.0,29.0,0.0,9.5
